delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,key_resp.keys,key_resp.rt,sound_1.started,sound_1.stopped,text.started,textbox.started,button.started,textbox.text,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
0.1,1000,exp,2,2,26,9,174.6099666000082,175.61037750000833,175.61037750000833,175.61037750000833,space,0.6552976999810198,176.39347593000565,176.69342190001043,176.69342190001043,176.69342190001043,176.69342190001043,,27,"[2.2740491000004113, 2.4660926000069594, 4.548173000002862, 7.7325188999966485, 2.74882140000409, 3.749088699987624, 1.9485854000085965, 3.414302899996983, 2.3810407999990275, 2.8987961999955587, 3.0976198999996996, 3.265393599998788, 3.9487100999976974, 4.481439399998635, 3.597594699996989, 3.999254199996358, 7.032008900001529, 3.365154099999927, 3.015676099996199, 1.7659911000082502, 2.648781500000041, 2.8318977000017185, 2.9152808000071673, 2.1500518999964697, 8.614664799999446, 3.215225799998734, 0.9324475000030361]","[2.2740601999976207, 2.4661017000034917, 4.548183399994741, 7.73252639999555, 2.748834900005022, 3.749097299994901, 1.9485934000113048, 3.414312000008067, 2.381051500007743, 2.8988053999928525, 3.097628400006215, 3.265400699994643, 3.9487213999964297, 4.481448499995167, 3.597600399996736, 3.9992650999920443, 7.0320212000078754, 3.365163200011011, 3.015685399994254, 1.765999199997168, 2.6487905999965733, 2.831904599996051, 2.9152893999998923, 2.150060799991479, 8.614681199993356, 3.215233700000681, 0.9324563999980455]",552415,001,2022-11-10_22h47.58.612,T7,2022.2.4,59.9800146553187,
0.4,1000,exp,2,3,27,4,177.62652680001338,178.6269081000064,178.6269081000064,178.6269081000064,space,0.24784749999525957,179.29344273000896,179.593380300008,179.593380300008,179.593380300008,179.593380300008,390,28,"[2.2740491000004113, 2.4660926000069594, 4.548173000002862, 7.7325188999966485, 2.74882140000409, 3.749088699987624, 1.9485854000085965, 3.414302899996983, 2.3810407999990275, 2.8987961999955587, 3.0976198999996996, 3.265393599998788, 3.9487100999976974, 4.481439399998635, 3.597594699996989, 3.999254199996358, 7.032008900001529, 3.365154099999927, 3.015676099996199, 1.7659911000082502, 2.648781500000041, 2.8318977000017185, 2.9152808000071673, 2.1500518999964697, 8.614664799999446, 3.215225799998734, 0.9324475000030361, 5.95023640000727]","[2.2740601999976207, 2.4661017000034917, 4.548183399994741, 7.73252639999555, 2.748834900005022, 3.749097299994901, 1.9485934000113048, 3.414312000008067, 2.381051500007743, 2.8988053999928525, 3.097628400006215, 3.265400699994643, 3.9487213999964297, 4.481448499995167, 3.597600399996736, 3.9992650999920443, 7.0320212000078754, 3.365163200011011, 3.015685399994254, 1.765999199997168, 2.6487905999965733, 2.831904599996051, 2.9152893999998923, 2.150060799991479, 8.614681199993356, 3.215233700000681, 0.9324563999980455, 5.950248900000588]",552415,001,2022-11-10_22h47.58.612,T7,2022.2.4,59.9800146553187,
0.4,400,unexp,2,4,28,1,185.54346559999976,186.54332540000905,186.54332540000905,186.54332540000905,space,0.40058179998595733,187.35966963001118,,187.66003260000434,187.66003260000434,187.66003260000434,289,29,"[2.2740491000004113, 2.4660926000069594, 4.548173000002862, 7.7325188999966485, 2.74882140000409, 3.749088699987624, 1.9485854000085965, 3.414302899996983, 2.3810407999990275, 2.8987961999955587, 3.0976198999996996, 3.265393599998788, 3.9487100999976974, 4.481439399998635, 3.597594699996989, 3.999254199996358, 7.032008900001529, 3.365154099999927, 3.015676099996199, 1.7659911000082502, 2.648781500000041, 2.8318977000017185, 2.9152808000071673, 2.1500518999964697, 8.614664799999446, 3.215225799998734, 0.9324475000030361, 5.95023640000727, 4.215799200013862]","[2.2740601999976207, 2.4661017000034917, 4.548183399994741, 7.73252639999555, 2.748834900005022, 3.749097299994901, 1.9485934000113048, 3.414312000008067, 2.381051500007743, 2.8988053999928525, 3.097628400006215, 3.265400699994643, 3.9487213999964297, 4.481448499995167, 3.597600399996736, 3.9992650999920443, 7.0320212000078754, 3.365163200011011, 3.015685399994254, 1.765999199997168, 2.6487905999965733, 2.831904599996051, 2.9152893999998923, 2.150060799991479, 8.614681199993356, 3.215233700000681, 0.9324563999980455, 5.950248900000588, 4.215808900000411]",552415,001,2022-11-10_22h47.58.612,T7,2022.2.4,59.9800146553187,
0.7,1000,exp,2,5,29,11,191.87658300000476,192.8764630000078,192.8764630000078,192.8764630000078,space,0.30236399998830166,193.91006003000365,,194.209551500011,194.209551500011,194.209551500011,390,30,"[2.2740491000004113, 2.4660926000069594, 4.548173000002862, 7.7325188999966485, 2.74882140000409, 3.749088699987624, 1.9485854000085965, 3.414302899996983, 2.3810407999990275, 2.8987961999955587, 3.0976198999996996, 3.265393599998788, 3.9487100999976974, 4.481439399998635, 3.597594699996989, 3.999254199996358, 7.032008900001529, 3.365154099999927, 3.015676099996199, 1.7659911000082502, 2.648781500000041, 2.8318977000017185, 2.9152808000071673, 2.1500518999964697, 8.614664799999446, 3.215225799998734, 0.9324475000030361, 5.95023640000727, 4.215799200013862, 6.364784699995653]","[2.2740601999976207, 2.4661017000034917, 4.548183399994741, 7.73252639999555, 2.748834900005022, 3.749097299994901, 1.9485934000113048, 3.414312000008067, 2.381051500007743, 2.8988053999928525, 3.097628400006215, 3.265400699994643, 3.9487213999964297, 4.481448499995167, 3.597600399996736, 3.9992650999920443, 7.0320212000078754, 3.365163200011011, 3.015685399994254, 1.765999199997168, 2.6487905999965733, 2.831904599996051, 2.9152893999998923, 2.150060799991479, 8.614681199993356, 3.215233700000681, 0.9324563999980455, 5.950248900000588, 4.215808900000411, 6.3647925999976]",552415,001,2022-11-10_22h47.58.612,T7,2022.2.4,59.9800146553187,
0.1,1000,exp,2,6,30,6,200.57610930000374,201.57617160001246,201.57617160001246,201.57617160001246,space,0.31290269999590237,202.00960283000603,,202.30956460000016,202.30956460000016,202.30956460000016,572,31,"[2.2740491000004113, 2.4660926000069594, 4.548173000002862, 7.7325188999966485, 2.74882140000409, 3.749088699987624, 1.9485854000085965, 3.414302899996983, 2.3810407999990275, 2.8987961999955587, 3.0976198999996996, 3.265393599998788, 3.9487100999976974, 4.481439399998635, 3.597594699996989, 3.999254199996358, 7.032008900001529, 3.365154099999927, 3.015676099996199, 1.7659911000082502, 2.648781500000041, 2.8318977000017185, 2.9152808000071673, 2.1500518999964697, 8.614664799999446, 3.215225799998734, 0.9324475000030361, 5.95023640000727, 4.215799200013862, 6.364784699995653, 7.0481881000014255]","[2.2740601999976207, 2.4661017000034917, 4.548183399994741, 7.73252639999555, 2.748834900005022, 3.749097299994901, 1.9485934000113048, 3.414312000008067, 2.381051500007743, 2.8988053999928525, 3.097628400006215, 3.265400699994643, 3.9487213999964297, 4.481448499995167, 3.597600399996736, 3.9992650999920443, 7.0320212000078754, 3.365163200011011, 3.015685399994254, 1.765999199997168, 2.6487905999965733, 2.831904599996051, 2.9152893999998923, 2.150060799991479, 8.614681199993356, 3.215233700000681, 0.9324563999980455, 5.950248900000588, 4.215808900000411, 6.3647925999976, 7.048197600001004]",552415,001,2022-11-10_22h47.58.612,T7,2022.2.4,59.9800146553187,
0.7,1000,exp,2,7,31,5,209.3592736000137,210.35932160000084,210.35932160000084,210.35932160000084,space,0.4244715999957407,211.50909413000335,,211.80924570000207,211.80924570000207,211.80924570000207,670,32,"[2.2740491000004113, 2.4660926000069594, 4.548173000002862, 7.7325188999966485, 2.74882140000409, 3.749088699987624, 1.9485854000085965, 3.414302899996983, 2.3810407999990275, 2.8987961999955587, 3.0976198999996996, 3.265393599998788, 3.9487100999976974, 4.481439399998635, 3.597594699996989, 3.999254199996358, 7.032008900001529, 3.365154099999927, 3.015676099996199, 1.7659911000082502, 2.648781500000041, 2.8318977000017185, 2.9152808000071673, 2.1500518999964697, 8.614664799999446, 3.215225799998734, 0.9324475000030361, 5.95023640000727, 4.215799200013862, 6.364784699995653, 7.0481881000014255, 7.398983599996427]","[2.2740601999976207, 2.4661017000034917, 4.548183399994741, 7.73252639999555, 2.748834900005022, 3.749097299994901, 1.9485934000113048, 3.414312000008067, 2.381051500007743, 2.8988053999928525, 3.097628400006215, 3.265400699994643, 3.9487213999964297, 4.481448499995167, 3.597600399996736, 3.9992650999920443, 7.0320212000078754, 3.365163200011011, 3.015685399994254, 1.765999199997168, 2.6487905999965733, 2.831904599996051, 2.9152893999998923, 2.150060799991479, 8.614681199993356, 3.215233700000681, 0.9324563999980455, 5.950248900000588, 4.215808900000411, 6.3647925999976, 7.048197600001004, 7.398991800000658]",552415,001,2022-11-10_22h47.58.612,T7,2022.2.4,59.9800146553187,
0.4,1000,exp,2,8,32,10,219.20909090001078,220.20917100000952,220.20917100000952,220.20917100000952,space,0.7432777999783866,221.37575503000988,,221.67589070000395,221.67589070000395,221.67589070000395,456,33,"[2.2740491000004113, 2.4660926000069594, 4.548173000002862, 7.7325188999966485, 2.74882140000409, 3.749088699987624, 1.9485854000085965, 3.414302899996983, 2.3810407999990275, 2.8987961999955587, 3.0976198999996996, 3.265393599998788, 3.9487100999976974, 4.481439399998635, 3.597594699996989, 3.999254199996358, 7.032008900001529, 3.365154099999927, 3.015676099996199, 1.7659911000082502, 2.648781500000041, 2.8318977000017185, 2.9152808000071673, 2.1500518999964697, 8.614664799999446, 3.215225799998734, 0.9324475000030361, 5.95023640000727, 4.215799200013862, 6.364784699995653, 7.0481881000014255, 7.398983599996427, 5.04885400000785]","[2.2740601999976207, 2.4661017000034917, 4.548183399994741, 7.73252639999555, 2.748834900005022, 3.749097299994901, 1.9485934000113048, 3.414312000008067, 2.381051500007743, 2.8988053999928525, 3.097628400006215, 3.265400699994643, 3.9487213999964297, 4.481448499995167, 3.597600399996736, 3.9992650999920443, 7.0320212000078754, 3.365163200011011, 3.015685399994254, 1.765999199997168, 2.6487905999965733, 2.831904599996051, 2.9152893999998923, 2.150060799991479, 8.614681199993356, 3.215233700000681, 0.9324563999980455, 5.950248900000588, 4.215808900000411, 6.3647925999976, 7.048197600001004, 7.398991800000658, 5.048862600000575]",552415,001,2022-11-10_22h47.58.612,T7,2022.2.4,59.9800146553187,
0.7,1000,exp,2,9,33,8,226.7255625000107,227.72573810000904,227.72573810000904,227.72573810000904,space,0.7203632999880938,229.17554563000448,229.47581290001108,229.47581290001108,229.47581290001108,229.47581290001108,670,34,"[2.2740491000004113, 2.4660926000069594, 4.548173000002862, 7.7325188999966485, 2.74882140000409, 3.749088699987624, 1.9485854000085965, 3.414302899996983, 2.3810407999990275, 2.8987961999955587, 3.0976198999996996, 3.265393599998788, 3.9487100999976974, 4.481439399998635, 3.597594699996989, 3.999254199996358, 7.032008900001529, 3.365154099999927, 3.015676099996199, 1.7659911000082502, 2.648781500000041, 2.8318977000017185, 2.9152808000071673, 2.1500518999964697, 8.614664799999446, 3.215225799998734, 0.9324475000030361, 5.95023640000727, 4.215799200013862, 6.364784699995653, 7.0481881000014255, 7.398983599996427, 5.04885400000785, 2.7484919000125956]","[2.2740601999976207, 2.4661017000034917, 4.548183399994741, 7.73252639999555, 2.748834900005022, 3.749097299994901, 1.9485934000113048, 3.414312000008067, 2.381051500007743, 2.8988053999928525, 3.097628400006215, 3.265400699994643, 3.9487213999964297, 4.481448499995167, 3.597600399996736, 3.9992650999920443, 7.0320212000078754, 3.365163200011011, 3.015685399994254, 1.765999199997168, 2.6487905999965733, 2.831904599996051, 2.9152893999998923, 2.150060799991479, 8.614681199993356, 3.215233700000681, 0.9324563999980455, 5.950248900000588, 4.215808900000411, 6.3647925999976, 7.048197600001004, 7.398991800000658, 5.048862600000575, 2.7485005000053206]",552415,001,2022-11-10_22h47.58.612,T7,2022.2.4,59.9800146553187,
0.1,400,unexp,2,10,34,0,232.22562590001326,233.22548810001172,233.22548810001172,233.22548810001172,space,1.2975765999872237,234.6421825300087,234.94208950000757,234.94208950000757,234.94208950000757,234.94208950000757,200,35,"[2.2740491000004113, 2.4660926000069594, 4.548173000002862, 7.7325188999966485, 2.74882140000409, 3.749088699987624, 1.9485854000085965, 3.414302899996983, 2.3810407999990275, 2.8987961999955587, 3.0976198999996996, 3.265393599998788, 3.9487100999976974, 4.481439399998635, 3.597594699996989, 3.999254199996358, 7.032008900001529, 3.365154099999927, 3.015676099996199, 1.7659911000082502, 2.648781500000041, 2.8318977000017185, 2.9152808000071673, 2.1500518999964697, 8.614664799999446, 3.215225799998734, 0.9324475000030361, 5.95023640000727, 4.215799200013862, 6.364784699995653, 7.0481881000014255, 7.398983599996427, 5.04885400000785, 2.7484919000125956, 2.583444400006556]","[2.2740601999976207, 2.4661017000034917, 4.548183399994741, 7.73252639999555, 2.748834900005022, 3.749097299994901, 1.9485934000113048, 3.414312000008067, 2.381051500007743, 2.8988053999928525, 3.097628400006215, 3.265400699994643, 3.9487213999964297, 4.481448499995167, 3.597600399996736, 3.9992650999920443, 7.0320212000078754, 3.365163200011011, 3.015685399994254, 1.765999199997168, 2.6487905999965733, 2.831904599996051, 2.9152893999998923, 2.150060799991479, 8.614681199993356, 3.215233700000681, 0.9324563999980455, 5.950248900000588, 4.215808900000411, 6.3647925999976, 7.048197600001004, 7.398991800000658, 5.048862600000575, 2.7485005000053206, 2.5834545999969123]",552415,001,2022-11-10_22h47.58.612,T7,2022.2.4,59.9800146553187,
0.7,400,unexp,2,11,35,2,237.52530930000648,238.52544599999965,238.52544599999965,238.52544599999965,space,2.3180988999811234,241.57543983000795,,241.87512890000653,241.87512890000653,241.87512890000653,230,36,"[2.2740491000004113, 2.4660926000069594, 4.548173000002862, 7.7325188999966485, 2.74882140000409, 3.749088699987624, 1.9485854000085965, 3.414302899996983, 2.3810407999990275, 2.8987961999955587, 3.0976198999996996, 3.265393599998788, 3.9487100999976974, 4.481439399998635, 3.597594699996989, 3.999254199996358, 7.032008900001529, 3.365154099999927, 3.015676099996199, 1.7659911000082502, 2.648781500000041, 2.8318977000017185, 2.9152808000071673, 2.1500518999964697, 8.614664799999446, 3.215225799998734, 0.9324475000030361, 5.95023640000727, 4.215799200013862, 6.364784699995653, 7.0481881000014255, 7.398983599996427, 5.04885400000785, 2.7484919000125956, 2.583444400006556, 4.283461300001363]","[2.2740601999976207, 2.4661017000034917, 4.548183399994741, 7.73252639999555, 2.748834900005022, 3.749097299994901, 1.9485934000113048, 3.414312000008067, 2.381051500007743, 2.8988053999928525, 3.097628400006215, 3.265400699994643, 3.9487213999964297, 4.481448499995167, 3.597600399996736, 3.9992650999920443, 7.0320212000078754, 3.365163200011011, 3.015685399994254, 1.765999199997168, 2.6487905999965733, 2.831904599996051, 2.9152893999998923, 2.150060799991479, 8.614681199993356, 3.215233700000681, 0.9324563999980455, 5.950248900000588, 4.215808900000411, 6.3647925999976, 7.048197600001004, 7.398991800000658, 5.048862600000575, 2.7485005000053206, 2.5834545999969123, 4.28347439999925]",552415,001,2022-11-10_22h47.58.612,T7,2022.2.4,59.9800146553187,
0.7,1000,exp,3,0,36,5,246.15855390000797,247.1582982000109,247.1582982000109,247.1582982000109,space,0.36871009998139925,248.25839413001376,,248.55856300001324,248.55856300001324,248.55856300001324,360,37,"[2.2740491000004113, 2.4660926000069594, 4.548173000002862, 7.7325188999966485, 2.74882140000409, 3.749088699987624, 1.9485854000085965, 3.414302899996983, 2.3810407999990275, 2.8987961999955587, 3.0976198999996996, 3.265393599998788, 3.9487100999976974, 4.481439399998635, 3.597594699996989, 3.999254199996358, 7.032008900001529, 3.365154099999927, 3.015676099996199, 1.7659911000082502, 2.648781500000041, 2.8318977000017185, 2.9152808000071673, 2.1500518999964697, 8.614664799999446, 3.215225799998734, 0.9324475000030361, 5.95023640000727, 4.215799200013862, 6.364784699995653, 7.0481881000014255, 7.398983599996427, 5.04885400000785, 2.7484919000125956, 2.583444400006556, 4.283461300001363, 5.06425749999471]","[2.2740601999976207, 2.4661017000034917, 4.548183399994741, 7.73252639999555, 2.748834900005022, 3.749097299994901, 1.9485934000113048, 3.414312000008067, 2.381051500007743, 2.8988053999928525, 3.097628400006215, 3.265400699994643, 3.9487213999964297, 4.481448499995167, 3.597600399996736, 3.9992650999920443, 7.0320212000078754, 3.365163200011011, 3.015685399994254, 1.765999199997168, 2.6487905999965733, 2.831904599996051, 2.9152893999998923, 2.150060799991479, 8.614681199993356, 3.215233700000681, 0.9324563999980455, 5.950248900000588, 4.215808900000411, 6.3647925999976, 7.048197600001004, 7.398991800000658, 5.048862600000575, 2.7485005000053206, 2.5834545999969123, 4.28347439999925, 5.064264699991327]",552415,001,2022-11-10_22h47.58.612,T7,2022.2.4,59.9800146553187,
0.4,400,unexp,3,1,37,1,253.62508140000864,254.62510699999984,254.62510699999984,254.62510699999984,space,0.4525260999944294,255.50818972999986,,255.80827050001244,255.80827050001244,255.80827050001244,257,38,"[2.2740491000004113, 2.4660926000069594, 4.548173000002862, 7.7325188999966485, 2.74882140000409, 3.749088699987624, 1.9485854000085965, 3.414302899996983, 2.3810407999990275, 2.8987961999955587, 3.0976198999996996, 3.265393599998788, 3.9487100999976974, 4.481439399998635, 3.597594699996989, 3.999254199996358, 7.032008900001529, 3.365154099999927, 3.015676099996199, 1.7659911000082502, 2.648781500000041, 2.8318977000017185, 2.9152808000071673, 2.1500518999964697, 8.614664799999446, 3.215225799998734, 0.9324475000030361, 5.95023640000727, 4.215799200013862, 6.364784699995653, 7.0481881000014255, 7.398983599996427, 5.04885400000785, 2.7484919000125956, 2.583444400006556, 4.283461300001363, 5.06425749999471, 4.8981227000040235]","[2.2740601999976207, 2.4661017000034917, 4.548183399994741, 7.73252639999555, 2.748834900005022, 3.749097299994901, 1.9485934000113048, 3.414312000008067, 2.381051500007743, 2.8988053999928525, 3.097628400006215, 3.265400699994643, 3.9487213999964297, 4.481448499995167, 3.597600399996736, 3.9992650999920443, 7.0320212000078754, 3.365163200011011, 3.015685399994254, 1.765999199997168, 2.6487905999965733, 2.831904599996051, 2.9152893999998923, 2.150060799991479, 8.614681199993356, 3.215233700000681, 0.9324563999980455, 5.950248900000588, 4.215808900000411, 6.3647925999976, 7.048197600001004, 7.398991800000658, 5.048862600000575, 2.7485005000053206, 2.5834545999969123, 4.28347439999925, 5.064264699991327, 4.898134200004279]",552415,001,2022-11-10_22h47.58.612,T7,2022.2.4,59.9800146553187,
0.7,1000,exp,3,2,38,11,260.70838140000706,261.70831140001246,261.70831140001246,261.70831140001246,space,0.4823751999938395,262.90808003000274,,263.20819240000856,263.20819240000856,263.20819240000856,487,39,"[2.2740491000004113, 2.4660926000069594, 4.548173000002862, 7.7325188999966485, 2.74882140000409, 3.749088699987624, 1.9485854000085965, 3.414302899996983, 2.3810407999990275, 2.8987961999955587, 3.0976198999996996, 3.265393599998788, 3.9487100999976974, 4.481439399998635, 3.597594699996989, 3.999254199996358, 7.032008900001529, 3.365154099999927, 3.015676099996199, 1.7659911000082502, 2.648781500000041, 2.8318977000017185, 2.9152808000071673, 2.1500518999964697, 8.614664799999446, 3.215225799998734, 0.9324475000030361, 5.95023640000727, 4.215799200013862, 6.364784699995653, 7.0481881000014255, 7.398983599996427, 5.04885400000785, 2.7484919000125956, 2.583444400006556, 4.283461300001363, 5.06425749999471, 4.8981227000040235, 4.298632000005455]","[2.2740601999976207, 2.4661017000034917, 4.548183399994741, 7.73252639999555, 2.748834900005022, 3.749097299994901, 1.9485934000113048, 3.414312000008067, 2.381051500007743, 2.8988053999928525, 3.097628400006215, 3.265400699994643, 3.9487213999964297, 4.481448499995167, 3.597600399996736, 3.9992650999920443, 7.0320212000078754, 3.365163200011011, 3.015685399994254, 1.765999199997168, 2.6487905999965733, 2.831904599996051, 2.9152893999998923, 2.150060799991479, 8.614681199993356, 3.215233700000681, 0.9324563999980455, 5.950248900000588, 4.215808900000411, 6.3647925999976, 7.048197600001004, 7.398991800000658, 5.048862600000575, 2.7485005000053206, 2.5834545999969123, 4.28347439999925, 5.064264699991327, 4.898134200004279, 4.298641500005033]",552415,001,2022-11-10_22h47.58.612,T7,2022.2.4,59.9800146553187,
0.4,1000,exp,3,3,39,4,267.5081732000108,268.50832850000006,268.50832850000006,268.50832850000006,space,0.3171583999937866,269.24166893000364,269.5410894000088,269.5410894000088,269.5410894000088,269.5410894000088,600,40,"[2.2740491000004113, 2.4660926000069594, 4.548173000002862, 7.7325188999966485, 2.74882140000409, 3.749088699987624, 1.9485854000085965, 3.414302899996983, 2.3810407999990275, 2.8987961999955587, 3.0976198999996996, 3.265393599998788, 3.9487100999976974, 4.481439399998635, 3.597594699996989, 3.999254199996358, 7.032008900001529, 3.365154099999927, 3.015676099996199, 1.7659911000082502, 2.648781500000041, 2.8318977000017185, 2.9152808000071673, 2.1500518999964697, 8.614664799999446, 3.215225799998734, 0.9324475000030361, 5.95023640000727, 4.215799200013862, 6.364784699995653, 7.0481881000014255, 7.398983599996427, 5.04885400000785, 2.7484919000125956, 2.583444400006556, 4.283461300001363, 5.06425749999471, 4.8981227000040235, 4.298632000005455, 2.3664191999996547]","[2.2740601999976207, 2.4661017000034917, 4.548183399994741, 7.73252639999555, 2.748834900005022, 3.749097299994901, 1.9485934000113048, 3.414312000008067, 2.381051500007743, 2.8988053999928525, 3.097628400006215, 3.265400699994643, 3.9487213999964297, 4.481448499995167, 3.597600399996736, 3.9992650999920443, 7.0320212000078754, 3.365163200011011, 3.015685399994254, 1.765999199997168, 2.6487905999965733, 2.831904599996051, 2.9152893999998923, 2.150060799991479, 8.614681199993356, 3.215233700000681, 0.9324563999980455, 5.950248900000588, 4.215808900000411, 6.3647925999976, 7.048197600001004, 7.398991800000658, 5.048862600000575, 2.7485005000053206, 2.5834545999969123, 4.28347439999925, 5.064264699991327, 4.898134200004279, 4.298641500005033, 2.366427399989334]",552415,001,2022-11-10_22h47.58.612,T7,2022.2.4,59.9800146553187,
