delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,key_resp.keys,key_resp.rt,sound_1.started,sound_1.stopped,text.started,textbox.started,button.started,textbox.text,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
0.1,400,unexp,3,4,40,0,271.908222500002,272.9080762000085,272.9080762000085,272.9080762000085,space,0.6415329999872483,273.6746986300015,,273.9746135000023,273.9746135000023,273.9746135000023,260,41,"[2.2740491000004113, 2.4660926000069594, 4.548173000002862, 7.7325188999966485, 2.74882140000409, 3.749088699987624, 1.9485854000085965, 3.414302899996983, 2.3810407999990275, 2.8987961999955587, 3.0976198999996996, 3.265393599998788, 3.9487100999976974, 4.481439399998635, 3.597594699996989, 3.999254199996358, 7.032008900001529, 3.365154099999927, 3.015676099996199, 1.7659911000082502, 2.648781500000041, 2.8318977000017185, 2.9152808000071673, 2.1500518999964697, 8.614664799999446, 3.215225799998734, 0.9324475000030361, 5.95023640000727, 4.215799200013862, 6.364784699995653, 7.0481881000014255, 7.398983599996427, 5.04885400000785, 2.7484919000125956, 2.583444400006556, 4.283461300001363, 5.06425749999471, 4.8981227000040235, 4.298632000005455, 2.3664191999996547, 2.9163875999947777]","[2.2740601999976207, 2.4661017000034917, 4.548183399994741, 7.73252639999555, 2.748834900005022, 3.749097299994901, 1.9485934000113048, 3.414312000008067, 2.381051500007743, 2.8988053999928525, 3.097628400006215, 3.265400699994643, 3.9487213999964297, 4.481448499995167, 3.597600399996736, 3.9992650999920443, 7.0320212000078754, 3.365163200011011, 3.015685399994254, 1.765999199997168, 2.6487905999965733, 2.831904599996051, 2.9152893999998923, 2.150060799991479, 8.614681199993356, 3.215233700000681, 0.9324563999980455, 5.950248900000588, 4.215808900000411, 6.3647925999976, 7.048197600001004, 7.398991800000658, 5.048862600000575, 2.7485005000053206, 2.5834545999969123, 4.28347439999925, 5.064264699991327, 4.898134200004279, 4.298641500005033, 2.366427399989334, 2.9164003000041703]",552415,001,2022-11-10_22h47.58.612,T7,2022.2.4,59.9800146553187,
0.7,1000,exp,3,5,41,8,276.891028500002,277.8910862000048,277.8910862000048,277.8910862000048,space,0.7009335999755422,279.324604430006,,279.6245445000095,279.6245445000095,279.6245445000095,360,42,"[2.2740491000004113, 2.4660926000069594, 4.548173000002862, 7.7325188999966485, 2.74882140000409, 3.749088699987624, 1.9485854000085965, 3.414302899996983, 2.3810407999990275, 2.8987961999955587, 3.0976198999996996, 3.265393599998788, 3.9487100999976974, 4.481439399998635, 3.597594699996989, 3.999254199996358, 7.032008900001529, 3.365154099999927, 3.015676099996199, 1.7659911000082502, 2.648781500000041, 2.8318977000017185, 2.9152808000071673, 2.1500518999964697, 8.614664799999446, 3.215225799998734, 0.9324475000030361, 5.95023640000727, 4.215799200013862, 6.364784699995653, 7.0481881000014255, 7.398983599996427, 5.04885400000785, 2.7484919000125956, 2.583444400006556, 4.283461300001363, 5.06425749999471, 4.8981227000040235, 4.298632000005455, 2.3664191999996547, 2.9163875999947777, 2.3318785000010394]","[2.2740601999976207, 2.4661017000034917, 4.548183399994741, 7.73252639999555, 2.748834900005022, 3.749097299994901, 1.9485934000113048, 3.414312000008067, 2.381051500007743, 2.8988053999928525, 3.097628400006215, 3.265400699994643, 3.9487213999964297, 4.481448499995167, 3.597600399996736, 3.9992650999920443, 7.0320212000078754, 3.365163200011011, 3.015685399994254, 1.765999199997168, 2.6487905999965733, 2.831904599996051, 2.9152893999998923, 2.150060799991479, 8.614681199993356, 3.215233700000681, 0.9324563999980455, 5.950248900000588, 4.215808900000411, 6.3647925999976, 7.048197600001004, 7.398991800000658, 5.048862600000575, 2.7485005000053206, 2.5834545999969123, 4.28347439999925, 5.064264699991327, 4.898134200004279, 4.298641500005033, 2.366427399989334, 2.9164003000041703, 2.331883499995456]",552415,001,2022-11-10_22h47.58.612,T7,2022.2.4,59.9800146553187,
0.1,1000,exp,3,6,42,9,281.95772060001036,282.9580137000012,282.9580137000012,282.9580137000012,space,0.5811002999835182,283.6576396300108,283.957768200009,283.957768200009,283.957768200009,283.957768200009,630,43,"[2.2740491000004113, 2.4660926000069594, 4.548173000002862, 7.7325188999966485, 2.74882140000409, 3.749088699987624, 1.9485854000085965, 3.414302899996983, 2.3810407999990275, 2.8987961999955587, 3.0976198999996996, 3.265393599998788, 3.9487100999976974, 4.481439399998635, 3.597594699996989, 3.999254199996358, 7.032008900001529, 3.365154099999927, 3.015676099996199, 1.7659911000082502, 2.648781500000041, 2.8318977000017185, 2.9152808000071673, 2.1500518999964697, 8.614664799999446, 3.215225799998734, 0.9324475000030361, 5.95023640000727, 4.215799200013862, 6.364784699995653, 7.0481881000014255, 7.398983599996427, 5.04885400000785, 2.7484919000125956, 2.583444400006556, 4.283461300001363, 5.06425749999471, 4.8981227000040235, 4.298632000005455, 2.3664191999996547, 2.9163875999947777, 2.3318785000010394, 2.9318558999948436]","[2.2740601999976207, 2.4661017000034917, 4.548183399994741, 7.73252639999555, 2.748834900005022, 3.749097299994901, 1.9485934000113048, 3.414312000008067, 2.381051500007743, 2.8988053999928525, 3.097628400006215, 3.265400699994643, 3.9487213999964297, 4.481448499995167, 3.597600399996736, 3.9992650999920443, 7.0320212000078754, 3.365163200011011, 3.015685399994254, 1.765999199997168, 2.6487905999965733, 2.831904599996051, 2.9152893999998923, 2.150060799991479, 8.614681199993356, 3.215233700000681, 0.9324563999980455, 5.950248900000588, 4.215808900000411, 6.3647925999976, 7.048197600001004, 7.398991800000658, 5.048862600000575, 2.7485005000053206, 2.5834545999969123, 4.28347439999925, 5.064264699991327, 4.898134200004279, 4.298641500005033, 2.366427399989334, 2.9164003000041703, 2.331883499995456, 2.9318641999998363]",552415,001,2022-11-10_22h47.58.612,T7,2022.2.4,59.9800146553187,
0.1,1000,exp,3,7,43,3,286.89095110000926,287.89081830000214,287.89081830000214,287.89081830000214,space,0.3713002000004053,288.391035130003,,288.691046500011,288.691046500011,288.691046500011,692,44,"[2.2740491000004113, 2.4660926000069594, 4.548173000002862, 7.7325188999966485, 2.74882140000409, 3.749088699987624, 1.9485854000085965, 3.414302899996983, 2.3810407999990275, 2.8987961999955587, 3.0976198999996996, 3.265393599998788, 3.9487100999976974, 4.481439399998635, 3.597594699996989, 3.999254199996358, 7.032008900001529, 3.365154099999927, 3.015676099996199, 1.7659911000082502, 2.648781500000041, 2.8318977000017185, 2.9152808000071673, 2.1500518999964697, 8.614664799999446, 3.215225799998734, 0.9324475000030361, 5.95023640000727, 4.215799200013862, 6.364784699995653, 7.0481881000014255, 7.398983599996427, 5.04885400000785, 2.7484919000125956, 2.583444400006556, 4.283461300001363, 5.06425749999471, 4.8981227000040235, 4.298632000005455, 2.3664191999996547, 2.9163875999947777, 2.3318785000010394, 2.9318558999948436, 3.1654191999987233]","[2.2740601999976207, 2.4661017000034917, 4.548183399994741, 7.73252639999555, 2.748834900005022, 3.749097299994901, 1.9485934000113048, 3.414312000008067, 2.381051500007743, 2.8988053999928525, 3.097628400006215, 3.265400699994643, 3.9487213999964297, 4.481448499995167, 3.597600399996736, 3.9992650999920443, 7.0320212000078754, 3.365163200011011, 3.015685399994254, 1.765999199997168, 2.6487905999965733, 2.831904599996051, 2.9152893999998923, 2.150060799991479, 8.614681199993356, 3.215233700000681, 0.9324563999980455, 5.950248900000588, 4.215808900000411, 6.3647925999976, 7.048197600001004, 7.398991800000658, 5.048862600000575, 2.7485005000053206, 2.5834545999969123, 4.28347439999925, 5.064264699991327, 4.898134200004279, 4.298641500005033, 2.366427399989334, 2.9164003000041703, 2.331883499995456, 2.9318641999998363, 3.165429700005916]",552415,001,2022-11-10_22h47.58.612,T7,2022.2.4,59.9800146553187,
0.7,400,unexp,3,8,44,2,291.8574907000002,292.85775380000996,292.85775380000996,292.85775380000996,space,0.6813475999952061,294.257321130007,,294.5574302000023,294.5574302000023,294.5574302000023,200,45,"[2.2740491000004113, 2.4660926000069594, 4.548173000002862, 7.7325188999966485, 2.74882140000409, 3.749088699987624, 1.9485854000085965, 3.414302899996983, 2.3810407999990275, 2.8987961999955587, 3.0976198999996996, 3.265393599998788, 3.9487100999976974, 4.481439399998635, 3.597594699996989, 3.999254199996358, 7.032008900001529, 3.365154099999927, 3.015676099996199, 1.7659911000082502, 2.648781500000041, 2.8318977000017185, 2.9152808000071673, 2.1500518999964697, 8.614664799999446, 3.215225799998734, 0.9324475000030361, 5.95023640000727, 4.215799200013862, 6.364784699995653, 7.0481881000014255, 7.398983599996427, 5.04885400000785, 2.7484919000125956, 2.583444400006556, 4.283461300001363, 5.06425749999471, 4.8981227000040235, 4.298632000005455, 2.3664191999996547, 2.9163875999947777, 2.3318785000010394, 2.9318558999948436, 3.1654191999987233, 3.2981756999943173]","[2.2740601999976207, 2.4661017000034917, 4.548183399994741, 7.73252639999555, 2.748834900005022, 3.749097299994901, 1.9485934000113048, 3.414312000008067, 2.381051500007743, 2.8988053999928525, 3.097628400006215, 3.265400699994643, 3.9487213999964297, 4.481448499995167, 3.597600399996736, 3.9992650999920443, 7.0320212000078754, 3.365163200011011, 3.015685399994254, 1.765999199997168, 2.6487905999965733, 2.831904599996051, 2.9152893999998923, 2.150060799991479, 8.614681199993356, 3.215233700000681, 0.9324563999980455, 5.950248900000588, 4.215808900000411, 6.3647925999976, 7.048197600001004, 7.398991800000658, 5.048862600000575, 2.7485005000053206, 2.5834545999969123, 4.28347439999925, 5.064264699991327, 4.898134200004279, 4.298641500005033, 2.366427399989334, 2.9164003000041703, 2.331883499995456, 2.9318641999998363, 3.165429700005916, 3.298184499988565]",552415,001,2022-11-10_22h47.58.612,T7,2022.2.4,59.9800146553187,
0.4,1000,exp,3,9,45,7,297.8574918000086,298.8576870000106,298.8576870000106,298.8576870000106,space,0.8896102999860886,300.17495013001025,,300.47463140000764,300.47463140000764,300.47463140000764,560,46,"[2.2740491000004113, 2.4660926000069594, 4.548173000002862, 7.7325188999966485, 2.74882140000409, 3.749088699987624, 1.9485854000085965, 3.414302899996983, 2.3810407999990275, 2.8987961999955587, 3.0976198999996996, 3.265393599998788, 3.9487100999976974, 4.481439399998635, 3.597594699996989, 3.999254199996358, 7.032008900001529, 3.365154099999927, 3.015676099996199, 1.7659911000082502, 2.648781500000041, 2.8318977000017185, 2.9152808000071673, 2.1500518999964697, 8.614664799999446, 3.215225799998734, 0.9324475000030361, 5.95023640000727, 4.215799200013862, 6.364784699995653, 7.0481881000014255, 7.398983599996427, 5.04885400000785, 2.7484919000125956, 2.583444400006556, 4.283461300001363, 5.06425749999471, 4.8981227000040235, 4.298632000005455, 2.3664191999996547, 2.9163875999947777, 2.3318785000010394, 2.9318558999948436, 3.1654191999987233, 3.2981756999943173, 2.4323315999936312]","[2.2740601999976207, 2.4661017000034917, 4.548183399994741, 7.73252639999555, 2.748834900005022, 3.749097299994901, 1.9485934000113048, 3.414312000008067, 2.381051500007743, 2.8988053999928525, 3.097628400006215, 3.265400699994643, 3.9487213999964297, 4.481448499995167, 3.597600399996736, 3.9992650999920443, 7.0320212000078754, 3.365163200011011, 3.015685399994254, 1.765999199997168, 2.6487905999965733, 2.831904599996051, 2.9152893999998923, 2.150060799991479, 8.614681199993356, 3.215233700000681, 0.9324563999980455, 5.950248900000588, 4.215808900000411, 6.3647925999976, 7.048197600001004, 7.398991800000658, 5.048862600000575, 2.7485005000053206, 2.5834545999969123, 4.28347439999925, 5.064264699991327, 4.898134200004279, 4.298641500005033, 2.366427399989334, 2.9164003000041703, 2.331883499995456, 2.9318641999998363, 3.165429700005916, 3.298184499988565, 2.432340600003954]",552415,001,2022-11-10_22h47.58.612,T7,2022.2.4,59.9800146553187,
0.4,1000,exp,3,10,46,10,302.90733340001316,303.9076141000114,303.9076141000114,303.9076141000114,space,0.687084799981676,305.0241294300096,,305.32387870000093,305.32387870000093,305.32387870000093,520,47,"[2.2740491000004113, 2.4660926000069594, 4.548173000002862, 7.7325188999966485, 2.74882140000409, 3.749088699987624, 1.9485854000085965, 3.414302899996983, 2.3810407999990275, 2.8987961999955587, 3.0976198999996996, 3.265393599998788, 3.9487100999976974, 4.481439399998635, 3.597594699996989, 3.999254199996358, 7.032008900001529, 3.365154099999927, 3.015676099996199, 1.7659911000082502, 2.648781500000041, 2.8318977000017185, 2.9152808000071673, 2.1500518999964697, 8.614664799999446, 3.215225799998734, 0.9324475000030361, 5.95023640000727, 4.215799200013862, 6.364784699995653, 7.0481881000014255, 7.398983599996427, 5.04885400000785, 2.7484919000125956, 2.583444400006556, 4.283461300001363, 5.06425749999471, 4.8981227000040235, 4.298632000005455, 2.3664191999996547, 2.9163875999947777, 2.3318785000010394, 2.9318558999948436, 3.1654191999987233, 3.2981756999943173, 2.4323315999936312, 2.298996299999999]","[2.2740601999976207, 2.4661017000034917, 4.548183399994741, 7.73252639999555, 2.748834900005022, 3.749097299994901, 1.9485934000113048, 3.414312000008067, 2.381051500007743, 2.8988053999928525, 3.097628400006215, 3.265400699994643, 3.9487213999964297, 4.481448499995167, 3.597600399996736, 3.9992650999920443, 7.0320212000078754, 3.365163200011011, 3.015685399994254, 1.765999199997168, 2.6487905999965733, 2.831904599996051, 2.9152893999998923, 2.150060799991479, 8.614681199993356, 3.215233700000681, 0.9324563999980455, 5.950248900000588, 4.215808900000411, 6.3647925999976, 7.048197600001004, 7.398991800000658, 5.048862600000575, 2.7485005000053206, 2.5834545999969123, 4.28347439999925, 5.064264699991327, 4.898134200004279, 4.298641500005033, 2.366427399989334, 2.9164003000041703, 2.331883499995456, 2.9318641999998363, 3.165429700005916, 3.298184499988565, 2.432340600003954, 2.299006200002623]",552415,001,2022-11-10_22h47.58.612,T7,2022.2.4,59.9800146553187,
0.1,1000,exp,3,11,47,6,307.62412640001276,308.62447090000205,308.62447090000205,308.62447090000205,space,0.041061099982471205,308.79114523000607,,309.09053530001256,309.09053530001256,309.09053530001256,374,48,"[2.2740491000004113, 2.4660926000069594, 4.548173000002862, 7.7325188999966485, 2.74882140000409, 3.749088699987624, 1.9485854000085965, 3.414302899996983, 2.3810407999990275, 2.8987961999955587, 3.0976198999996996, 3.265393599998788, 3.9487100999976974, 4.481439399998635, 3.597594699996989, 3.999254199996358, 7.032008900001529, 3.365154099999927, 3.015676099996199, 1.7659911000082502, 2.648781500000041, 2.8318977000017185, 2.9152808000071673, 2.1500518999964697, 8.614664799999446, 3.215225799998734, 0.9324475000030361, 5.95023640000727, 4.215799200013862, 6.364784699995653, 7.0481881000014255, 7.398983599996427, 5.04885400000785, 2.7484919000125956, 2.583444400006556, 4.283461300001363, 5.06425749999471, 4.8981227000040235, 4.298632000005455, 2.3664191999996547, 2.9163875999947777, 2.3318785000010394, 2.9318558999948436, 3.1654191999987233, 3.2981756999943173, 2.4323315999936312, 2.298996299999999, 4.663804600000731]","[2.2740601999976207, 2.4661017000034917, 4.548183399994741, 7.73252639999555, 2.748834900005022, 3.749097299994901, 1.9485934000113048, 3.414312000008067, 2.381051500007743, 2.8988053999928525, 3.097628400006215, 3.265400699994643, 3.9487213999964297, 4.481448499995167, 3.597600399996736, 3.9992650999920443, 7.0320212000078754, 3.365163200011011, 3.015685399994254, 1.765999199997168, 2.6487905999965733, 2.831904599996051, 2.9152893999998923, 2.150060799991479, 8.614681199993356, 3.215233700000681, 0.9324563999980455, 5.950248900000588, 4.215808900000411, 6.3647925999976, 7.048197600001004, 7.398991800000658, 5.048862600000575, 2.7485005000053206, 2.5834545999969123, 4.28347439999925, 5.064264699991327, 4.898134200004279, 4.298641500005033, 2.366427399989334, 2.9164003000041703, 2.331883499995456, 2.9318641999998363, 3.165429700005916, 3.298184499988565, 2.432340600003954, 2.299006200002623, 4.663816100000986]",552415,001,2022-11-10_22h47.58.612,T7,2022.2.4,59.9800146553187,
0.4,1000,exp,4,0,48,7,313.7571500000049,314.7573793000047,314.7573793000047,314.7573793000047,space,0.9413466999831144,316.1237599300104,,316.42426080000587,316.42426080000587,316.42426080000587,290,49,"[2.2740491000004113, 2.4660926000069594, 4.548173000002862, 7.7325188999966485, 2.74882140000409, 3.749088699987624, 1.9485854000085965, 3.414302899996983, 2.3810407999990275, 2.8987961999955587, 3.0976198999996996, 3.265393599998788, 3.9487100999976974, 4.481439399998635, 3.597594699996989, 3.999254199996358, 7.032008900001529, 3.365154099999927, 3.015676099996199, 1.7659911000082502, 2.648781500000041, 2.8318977000017185, 2.9152808000071673, 2.1500518999964697, 8.614664799999446, 3.215225799998734, 0.9324475000030361, 5.95023640000727, 4.215799200013862, 6.364784699995653, 7.0481881000014255, 7.398983599996427, 5.04885400000785, 2.7484919000125956, 2.583444400006556, 4.283461300001363, 5.06425749999471, 4.8981227000040235, 4.298632000005455, 2.3664191999996547, 2.9163875999947777, 2.3318785000010394, 2.9318558999948436, 3.1654191999987233, 3.2981756999943173, 2.4323315999936312, 2.298996299999999, 4.663804600000731, 3.815782700010459]","[2.2740601999976207, 2.4661017000034917, 4.548183399994741, 7.73252639999555, 2.748834900005022, 3.749097299994901, 1.9485934000113048, 3.414312000008067, 2.381051500007743, 2.8988053999928525, 3.097628400006215, 3.265400699994643, 3.9487213999964297, 4.481448499995167, 3.597600399996736, 3.9992650999920443, 7.0320212000078754, 3.365163200011011, 3.015685399994254, 1.765999199997168, 2.6487905999965733, 2.831904599996051, 2.9152893999998923, 2.150060799991479, 8.614681199993356, 3.215233700000681, 0.9324563999980455, 5.950248900000588, 4.215808900000411, 6.3647925999976, 7.048197600001004, 7.398991800000658, 5.048862600000575, 2.7485005000053206, 2.5834545999969123, 4.28347439999925, 5.064264699991327, 4.898134200004279, 4.298641500005033, 2.366427399989334, 2.9164003000041703, 2.331883499995456, 2.9318641999998363, 3.165429700005916, 3.298184499988565, 2.432340600003954, 2.299006200002623, 4.663816100000986, 3.815794200010714]",552415,001,2022-11-10_22h47.58.612,T7,2022.2.4,59.9800146553187,
0.1,1000,exp,4,1,49,3,320.2401161000016,321.2400514000037,321.2400514000037,321.2400514000037,space,0.6007818999933079,321.95684643001294,322.25783450000745,322.25783450000745,322.25783450000745,322.25783450000745,290,50,"[2.2740491000004113, 2.4660926000069594, 4.548173000002862, 7.7325188999966485, 2.74882140000409, 3.749088699987624, 1.9485854000085965, 3.414302899996983, 2.3810407999990275, 2.8987961999955587, 3.0976198999996996, 3.265393599998788, 3.9487100999976974, 4.481439399998635, 3.597594699996989, 3.999254199996358, 7.032008900001529, 3.365154099999927, 3.015676099996199, 1.7659911000082502, 2.648781500000041, 2.8318977000017185, 2.9152808000071673, 2.1500518999964697, 8.614664799999446, 3.215225799998734, 0.9324475000030361, 5.95023640000727, 4.215799200013862, 6.364784699995653, 7.0481881000014255, 7.398983599996427, 5.04885400000785, 2.7484919000125956, 2.583444400006556, 4.283461300001363, 5.06425749999471, 4.8981227000040235, 4.298632000005455, 2.3664191999996547, 2.9163875999947777, 2.3318785000010394, 2.9318558999948436, 3.1654191999987233, 3.2981756999943173, 2.4323315999936312, 2.298996299999999, 4.663804600000731, 3.815782700010459, 3.898844299998018]","[2.2740601999976207, 2.4661017000034917, 4.548183399994741, 7.73252639999555, 2.748834900005022, 3.749097299994901, 1.9485934000113048, 3.414312000008067, 2.381051500007743, 2.8988053999928525, 3.097628400006215, 3.265400699994643, 3.9487213999964297, 4.481448499995167, 3.597600399996736, 3.9992650999920443, 7.0320212000078754, 3.365163200011011, 3.015685399994254, 1.765999199997168, 2.6487905999965733, 2.831904599996051, 2.9152893999998923, 2.150060799991479, 8.614681199993356, 3.215233700000681, 0.9324563999980455, 5.950248900000588, 4.215808900000411, 6.3647925999976, 7.048197600001004, 7.398991800000658, 5.048862600000575, 2.7485005000053206, 2.5834545999969123, 4.28347439999925, 5.064264699991327, 4.898134200004279, 4.298641500005033, 2.366427399989334, 2.9164003000041703, 2.331883499995456, 2.9318641999998363, 3.165429700005916, 3.298184499988565, 2.432340600003954, 2.299006200002623, 4.663816100000986, 3.815794200010714, 3.898852900005295]",552415,001,2022-11-10_22h47.58.612,T7,2022.2.4,59.9800146553187,
